SEASON,PLAYER_ID,PLAYER_NAME,AGE,TM,LG,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
2012,neuvimi01,Michal Neuvirth,23,WSH,NHL,38,30,13,13,5,95,976,881,0.903,2.82,3,4.7,2020,15,0.5,4,113,-10.61,0,1,1,2
2012,niemian02,Antti Niemi,28,SJS,NHL,68,68,34,22,9,159,1865,1706,0.915,2.42,6,11.6,3936,36,0.529,9,99,2.25,0,0,0,2
2012,nilssan01,Anders Nilsson,21,NYI,NHL,4,3,1,2,0,10,112,102,0.911,2.75,1,0.6,218,2,0.667,0,,,0,0,0,0
2012,pavelon01,Ondrej Pavelec,24,WPG,NHL,68,67,29,28,9,191,2036,1845,0.906,2.91,4,10.6,3932,35,0.522,12,108,-14.96,0,2,2,0
2012,peterju01,Justin Peters,25,CAR,NHL,7,6,2,3,2,16,233,217,0.931,2.48,1,1.9,387,5,0.833,0,,,0,0,0,0
2012,poulike01,Kevin Poulin,21,NYI,NHL,6,6,2,4,0,15,162,147,0.907,3.04,0,0.9,296,2,0.333,1,,,0,1,1,0
2012,priceca01,Carey Price,24,MTL,NHL,65,65,26,28,11,160,1914,1754,0.916,2.43,4,12.3,3944,35,0.538,8,97,5.49,0,2,2,6
2012,quickjo01,Jonathan Quick,26,LAK,NHL,69,68,35,21,13,133,1863,1730,0.929,1.95,10,14.7,4099,43,0.632,8,83,28.08,0,2,2,6
2012,rasktu01,Tuukka Rask,24,BOS,NHL,23,22,11,8,3,44,621,577,0.929,2.05,3,4.9,1289,13,0.591,4,82,9.69,0,0,0,2
2012,raycran01,Andrew Raycroft,31,DAL,NHL,10,8,2,8,0,31,303,272,0.898,3.51,0,1.3,529,3,0.375,2,,,0,0,0,0
2012,reimeja01,James Reimer,23,TOR,NHL,34,34,14,14,4,97,974,877,0.9,3.1,3,4.4,1879,13,0.382,9,115,-12.79,0,0,0,0
2012,rinnepe01,Pekka Rinne,29,NSH,NHL,73,72,43,18,8,166,2153,1987,0.923,2.39,5,15.5,4169,44,0.611,10,89,20.15,0,5,5,0
2012,rolosdw01,Dwayne Roloson,42,TBL,NHL,40,31,13,16,3,128,1126,998,0.886,3.66,1,3.2,2099,9,0.29,9,131,-30.64,0,0,0,6
2012,rynnaju01,Jussi Rynnas,24,TOR,NHL,2,1,0,1,0,7,40,33,0.825,4.25,0,-0.2,99,0,0,1,,,0,0,0,0
2012,sanfocu01,Curtis Sanford,32,CBJ,NHL,36,32,10,18,4,86,971,885,0.911,2.6,1,5.7,1983,18,0.563,6,102,-2.05,0,0,0,0
2012,schneco01,Cory Schneider,25,VAN,NHL,33,28,20,8,1,60,945,885,0.937,1.96,3,8.4,1833,20,0.714,2,73,21.71,0,2,2,0
2012,scrivbe01,Ben Scrivens,25,TOR,NHL,12,11,4,5,2,35,359,324,0.903,3.13,0,1.7,672,5,0.455,1,113,-3.96,0,0,0,4
2012,smithmi01,Mike Smith,29,PHX,NHL,67,67,38,18,10,144,2066,1922,0.93,2.21,8,16.7,3903,42,0.627,9,81,34.63,0,2,2,16
2012,tarkkii01,Iiro Tarkki,26,ANA,NHL,1,0,1,0,0,3,10,7,0.7,4.41,0,-0.2,41,0,,0,,,0,0,0,0
2012,theodjo01,Jose Theodore,35,FLA,NHL,53,51,22,16,11,125,1502,1377,0.917,2.46,3,9.7,3049,32,0.627,6,96,4.87,0,0,0,2
2012,thiesbr01,Brad Thiessen,25,PIT,NHL,5,4,3,1,0,16,113,97,0.858,3.72,0,-0.1,258,2,0.5,1,,,0,0,0,2
2012,thomati01,Tim Thomas,37,BOS,NHL,59,55,35,19,1,132,1659,1527,0.92,2.36,5,11.5,3352,30,0.545,3,92,11.44,0,1,1,0
2012,tokardu01,Dustin Tokarski,22,TBL,NHL,5,5,1,3,1,14,116,102,0.879,3.45,0,0.2,244,1,0.2,2,,,0,1,1,2
2012,turcoma01,Marty Turco,36,BOS,NHL,5,4,2,2,0,16,110,94,0.855,3.68,0,-0.1,261,1,0.25,2,,,0,0,0,2
2012,varlasi01,Semyon Varlamov,23,COL,NHL,53,52,26,24,3,136,1564,1428,0.913,2.59,4,9.4,3151,28,0.538,10,101,-0.77,0,1,1,2
2012,vokouto01,Tomas Vokoun,35,WSH,NHL,48,46,25,17,2,108,1299,1191,0.917,2.51,4,8.4,2583,23,0.5,8,96,4.31,0,2,2,4
2012,wardca01,Cam Ward,27,CAR,NHL,68,68,30,23,13,182,2143,1961,0.915,2.74,5,13.4,3988,38,0.559,10,98,3.29,1,0,1,4
2012,yorkal01,Allen York,22,CBJ,NHL,11,5,3,2,0,16,199,183,0.92,2.3,0,1.4,417,3,0.6,0,,,0,0,0,0
2013,aittosa01,Sami Aittokallio,20,COL,NHL,1,1,0,0,0,2,25,23,0.92,2.43,0,0.2,49,1,1,0,,,0,0,0,0
2013,allenja01,Jake Allen,22,STL,NHL,15,13,9,4,0,33,346,313,0.905,2.46,1,1.8,804,6,0.462,4,108,-2.53,0,0,0,0
2013,andercr01,Craig Anderson,31,OTT,NHL,24,24,12,9,2,40,677,637,0.941,1.69,3,6.5,1421,17,0.708,1,67,19.63,0,0,0,0
2013,bachmri01,Richard Bachman,25,DAL,NHL,13,8,6,5,0,33,288,255,0.885,3.25,0,0.9,609,4,0.5,3,130,-7.63,0,0,0,0
2013,backsni01,Niklas Backstrom,34,MIN,NHL,42,41,24,15,3,98,1072,974,0.909,2.48,2,6.2,2368,18,0.439,8,104,-3.58,0,0,0,2
2013,bernijo01,Jonathan Bernier,24,LAK,NHL,14,12,9,3,1,24,306,282,0.922,1.87,1,2.2,768,8,0.667,1,89,2.95,0,1,1,0
2013,bironma01,Martin Biron,35,NYR,NHL,6,5,2,2,1,13,156,143,0.917,2.32,0,1,336,2,0.4,1,,,0,0,0,0
2013,bishobe01,Ben Bishop,26,OTT,NHL,13,12,8,5,0,31,399,368,0.922,2.45,1,3,758,8,0.667,3,88,4.14,0,0,0,0
2013,bishobe01,Ben Bishop,26,TBL,NHL,9,9,3,4,1,25,302,277,0.917,2.99,1,2,502,6,0.667,0,94,1.6,0,0,0,2
2013,bobrose01,Sergei Bobrovsky,24,CBJ,NHL,38,37,21,11,6,74,1084,1010,0.932,2,4,9.2,2219,26,0.703,4,78,21.48,0,0,0,0
2013,bouchbr01,Brian Boucher,36,PHI,NHL,4,1,0,2,0,6,55,49,0.891,2.5,0,0.2,144,0,0,0,,,0,0,0,0
2013,brodema01,Martin Brodeur,40,NJD,NHL,29,29,13,9,7,65,654,589,0.901,2.22,2,3.1,1757,15,0.517,6,113,-7.4,1,2,3,0
2013,bryzgil01,Ilya Bryzgalov,32,PHI,NHL,40,40,19,17,3,107,1066,959,0.9,2.79,1,5,2298,20,0.5,10,114,-13.11,0,3,3,0
2013,budajpe01,Peter Budaj,30,MTL,NHL,13,10,8,1,1,25,273,248,0.908,2.28,1,1.6,656,6,0.6,2,104,-0.95,0,0,0,0
2013,clemmsc01,Scott Clemmensen,35,FLA,NHL,19,11,3,7,2,53,421,368,0.874,3.67,0,0.7,866,3,0.273,4,143,-15.92,0,0,0,0
2013,crawfco01,Corey Crawford,28,CHI,NHL,30,28,19,5,5,57,769,712,0.926,1.94,3,6,1761,19,0.679,1,84,10.73,0,0,0,4
2013,danisya01,Yann Danis,31,EDM,NHL,3,0,1,0,0,7,59,52,0.881,3.81,0,0.1,110,0,,0,,,0,0,0,0
2013,desjace01,Cedrick Desjardins,27,TBL,NHL,3,2,0,3,0,8,73,65,0.89,3,0,0.3,160,0,0,0,,,0,0,0,0
2013,dipieri01,Rick DiPietro,31,NYI,NHL,3,3,0,3,0,12,83,71,0.855,4.1,0,-0.1,176,0,0,1,,,0,0,0,0
2013,dubnyde01,Devan Dubnyk,26,EDM,NHL,38,37,14,16,6,90,1132,1042,0.92,2.57,2,8.1,2101,20,0.541,5,90,9.7,0,0,0,0
2013,elliobr01,Brian Elliott,27,STL,NHL,24,20,14,8,1,49,526,477,0.907,2.28,3,2.9,1292,12,0.6,6,106,-2.67,0,0,0,0
2013,ellisda01,Dan Ellis,32,CAR,NHL,19,16,6,8,2,52,555,503,0.906,3.13,1,3,997,8,0.5,4,106,-3.12,0,2,2,0
2013,emeryra01,Ray Emery,30,CHI,NHL,21,19,17,1,0,36,460,424,0.922,1.94,3,3.4,1116,12,0.632,1,89,4.52,0,0,0,0
2013,enrotjh01,Jhonas Enroth,24,BUF,NHL,12,9,4,4,1,27,332,305,0.919,2.6,1,2.3,623,7,0.778,1,92,2.24,0,0,0,0
2013,fasthvi01,Viktor Fasth,30,ANA,NHL,25,23,15,6,2,52,661,609,0.921,2.18,4,4.8,1428,14,0.609,3,89,6.22,0,0,0,0
2013,fleurma01,Marc-Andre Fleury,28,PIT,NHL,33,31,23,8,0,74,881,807,0.916,2.39,1,5.9,1858,15,0.484,5,95,3.6,0,2,2,2
2013,frazeje01,Jeff Frazee,25,NJD,NHL,1,0,0,0,0,0,3,3,1,0,0,0.1,19,0,,0,,,0,0,0,0
2013,garonma01,Mathieu Garon,35,TBL,NHL,18,16,5,9,2,44,427,383,0.897,2.9,0,1.9,910,6,0.375,4,117,-6.39,0,0,0,0
2013,gigueje01,Jean-Sebastien Giguere,35,COL,NHL,18,14,5,4,4,43,469,426,0.908,2.84,0,2.7,908,4,0.286,1,104,-1.69,0,0,0,4
2013,greisth01,Thomas Greiss,27,SJS,NHL,6,5,1,4,0,13,153,140,0.915,2.53,1,1,308,3,0.6,1,,,0,0,0,0
2013,grubaph01,Philipp Grubauer,21,WSH,NHL,2,1,0,1,0,5,59,54,0.915,3.57,0,0.4,84,0,0,0,,,0,0,0,0
2013,gustajo01,Jonas Gustavsson,28,DET,NHL,7,4,2,2,1,17,140,123,0.879,2.92,0,0.3,349,2,0.5,1,,,0,1,1,2
2013,hackema01,Matt Hackett,22,MIN,NHL,1,1,0,1,0,5,33,28,0.848,5.07,0,0,59,0,0,1,,,0,0,0,0
2013,halakja01,Jaroslav Halak,27,STL,NHL,16,15,6,5,1,29,286,257,0.899,2.14,3,1.3,813,7,0.467,4,115,-3.81,0,1,1,0
2013,hardijo01,Josh Harding,28,MIN,NHL,5,3,1,1,0,10,73,63,0.863,3.24,1,0,185,1,0.333,2,,,0,0,0,0
2013,hedbejo01,Johan Hedberg,39,NJD,NHL,19,19,6,10,3,51,435,384,0.883,2.76,1,1.2,1108,9,0.474,6,133,-12.69,0,1,1,4
2013,hillejo01,Jonas Hiller,30,ANA,NHL,26,25,15,6,4,59,675,616,0.913,2.36,1,4.2,1498,14,0.56,2,99,0.45,0,1,1,2
2013,holtbbr01,Braden Holtby,23,WSH,NHL,36,35,23,12,1,90,1123,1033,0.92,2.58,4,8,2089,20,0.571,5,91,8.91,0,2,2,2
2013,howarja02,Jimmy Howard,28,DET,NHL,42,42,21,13,7,87,1129,1042,0.923,2.13,5,8.4,2446,26,0.619,7,87,12.44,0,1,1,0
2013,huttoca01,Carter Hutton,27,CHI,NHL,1,1,0,1,0,3,28,25,0.893,3.06,0,0.1,59,0,0,0,,,0,0,0,0
2013,irvinle01,Leland Irving,24,CGY,NHL,6,5,2,1,1,15,128,113,0.883,3.33,0,0.3,270,1,0.2,2,,,0,1,1,0
2013,johnsch02,Chad Johnson,26,PHX,NHL,4,4,2,0,2,5,108,103,0.954,1.22,1,1.2,247,3,0.75,0,,,0,0,0,0
2013,khabini01,Nikolai Khabibulin,40,EDM,NHL,12,11,4,6,1,29,376,347,0.923,2.55,1,2.8,684,6,0.545,1,88,4.12,0,0,0,0
2013,khudoan01,Anton Khudobin,26,BOS,NHL,14,14,9,4,1,31,388,357,0.92,2.32,1,2.8,803,8,0.571,3,91,3.17,0,0,0,4
2013,kinkake01,Keith Kinkaid,23,NJD,NHL,1,0,0,0,0,1,13,12,0.923,2.33,0,0.1,26,0,,0,,,0,0,0,0
2013,kiprumi01,Miikka Kiprusoff,36,CGY,NHL,24,24,8,14,2,77,650,573,0.882,3.44,0,1.6,1344,10,0.417,9,134,-19.75,0,1,1,0
2013,kuempda01,Darcy Kuemper,22,MIN,NHL,6,3,1,2,0,10,119,109,0.916,2.08,0,0.8,288,2,0.667,0,,,0,0,0,0
2013,labarja01,Jason LaBarbera,33,PHX,NHL,15,10,4,6,2,32,418,386,0.923,2.64,0,3.1,726,5,0.5,0,87,4.82,0,0,0,0
2013,lehnero01,Robin Lehner,21,OTT,NHL,12,12,5,3,4,27,424,397,0.936,2.2,0,3.8,735,10,0.833,0,72,10.34,0,0,0,0
2013,lehtoka01,Kari Lehtonen,29,DAL,NHL,36,35,15,14,3,88,1050,962,0.916,2.66,1,7,1986,21,0.6,5,95,4.48,0,2,2,0
2013,leighmi01,Michael Leighton,31,PHI,NHL,1,1,0,1,0,5,26,21,0.808,5.07,0,-0.2,59,0,0,1,,,0,0,0,0
2013,lindban01,Anders Lindback,24,TBL,NHL,24,21,10,10,1,63,642,579,0.902,2.9,0,3.2,1304,11,0.524,3,111,-6.45,0,1,1,0
2013,lundqhe01,Henrik Lundqvist,30,NYR,NHL,43,43,24,16,3,88,1190,1102,0.926,2.05,2,9.3,2575,29,0.674,1,84,16.81,0,1,1,0
2013,luongro01,Roberto Luongo,33,VAN,NHL,20,18,9,6,3,51,551,500,0.907,2.56,2,3.1,1197,11,0.611,3,105,-2.47,0,0,0,0
2013,macdojo01,Joey MacDonald,32,CGY,NHL,21,17,8,9,1,55,562,507,0.902,2.87,0,2.8,1148,7,0.412,3,111,-5.5,0,0,0,0
2013,marksja02,Jacob Markstrom,23,FLA,NHL,23,23,8,14,1,68,685,617,0.901,3.22,0,3.3,1266,9,0.391,6,113,-7.67,0,0,0,0
2013,masonch02,Chris Mason,36,NSH,NHL,11,6,1,7,1,29,229,200,0.873,3.73,0,0.4,467,3,0.5,2,144,-8.83,0,0,0,0
2013,masonst01,Steve Mason,24,CBJ,NHL,13,11,3,6,1,35,346,311,0.899,2.95,0,1.6,712,3,0.273,1,115,-4.53,0,0,0,0
2013,masonst01,Steve Mason,24,PHI,NHL,7,6,4,2,0,12,215,203,0.944,1.9,0,2.2,378,4,0.667,0,63,6.94,0,1,1,0
2013,millery01,Ryan Miller,32,BUF,NHL,40,39,17,17,5,108,1270,1162,0.915,2.81,0,8.3,2302,21,0.538,4,97,3.86,0,0,0,2
2013,montoal01,Al Montoya,27,WPG,NHL,7,5,3,1,0,17,168,151,0.899,2.9,1,0.8,351,2,0.4,2,,,0,0,0,0
2013,mrazepe01,Petr Mrazek,20,DET,NHL,2,2,1,1,0,4,51,47,0.922,2.01,0,0.4,119,1,0.5,0,,,0,0,0,0
2013,nabokev01,Evgeni Nabokov,37,NYI,NHL,41,41,23,11,7,103,1139,1036,0.91,2.5,3,6.7,2475,20,0.488,5,103,-2.68,0,4,4,6
2013,neuvimi01,Michal Neuvirth,24,WSH,NHL,13,12,4,5,2,33,367,334,0.91,2.74,0,2.2,723,7,0.583,2,102,-0.68,0,0,0,0
2013,niemian02,Antti Niemi,29,SJS,NHL,43,43,24,12,6,93,1220,1127,0.924,2.16,4,9.2,2581,29,0.674,3,87,14.45,0,1,1,2
2013,nihlsch01,Cristopher Nilstorp,28,DAL,NHL,5,5,1,3,1,15,146,131,0.897,3.09,0,0.6,291,2,0.4,2,,,0,0,0,0
2013,pavelon01,Ondrej Pavelec,25,WPG,NHL,44,43,21,20,3,119,1251,1132,0.905,2.8,0,6.6,2553,19,0.442,8,108,-8.82,0,0,0,2
2013,peterju01,Justin Peters,26,CAR,NHL,19,16,4,11,1,55,506,451,0.891,3.46,1,1.9,954,6,0.375,3,123,-10.43,0,0,0,0
2013,poulike01,Kevin Poulin,22,NYI,NHL,5,4,1,3,0,13,122,109,0.893,3.03,0,0.5,258,2,0.5,1,,,0,0,0,0
2013,priceca01,Carey Price,25,MTL,NHL,39,38,21,13,4,97,1018,921,0.905,2.59,3,5.4,2249,21,0.553,8,108,-7.34,0,0,0,0
2013,quickjo01,Jonathan Quick,27,LAK,NHL,37,36,18,13,4,87,889,802,0.902,2.45,1,4.4,2134,20,0.556,9,111,-8.7,0,0,0,2
2013,rasktu01,Tuukka Rask,25,BOS,NHL,36,34,19,10,5,70,980,910,0.929,2,5,8,2104,25,0.735,4,81,16.32,0,1,1,0
2013,reimeja01,James Reimer,24,TOR,NHL,33,31,19,8,5,76,995,919,0.924,2.46,4,7.5,1856,17,0.548,2,87,11.64,0,1,1,0
2013,rinnepe01,Pekka Rinne,30,NSH,NHL,43,42,15,16,8,99,1101,1002,0.91,2.43,5,6.5,2444,22,0.524,10,102,-2.03,0,1,1,8
2013,rynnaju01,Jussi Rynnas,25,TOR,NHL,1,0,0,0,0,0,6,6,1,0,0,0.1,10,0,,0,,,0,0,0,0
2013,schneco01,Cory Schneider,26,VAN,NHL,30,30,17,9,4,61,835,774,0.927,2.11,5,6.6,1733,21,0.7,4,83,12.54,0,1,1,0
2013,scrivbe01,Ben Scrivens,26,TOR,NHL,20,17,7,9,0,46,542,496,0.915,2.69,2,3.5,1025,10,0.588,3,96,1.74,0,0,0,6
2013,smithmi01,Mike Smith,30,PHX,NHL,34,34,15,12,5,84,938,854,0.91,2.58,5,5.6,1956,17,0.5,7,102,-1.38,0,0,0,0
2013,staloal01,Alex Stalock,25,SJS,NHL,2,0,0,0,1,2,13,11,0.846,2.87,0,0,42,0,,0,,,0,0,0,0
2013,tayloda02,Daniel Taylor,26,CGY,NHL,2,2,1,1,0,6,68,62,0.912,3,0,0.4,120,1,0.5,0,,,0,0,0,0
2013,theodjo01,Jose Theodore,36,FLA,NHL,15,14,4,6,3,42,391,349,0.893,3.29,0,1.5,766,5,0.357,5,122,-7.56,0,0,0,2
2013,varlasi01,Semyon Varlamov,24,COL,NHL,35,33,11,21,3,98,1007,909,0.903,3.02,3,5.1,1950,12,0.364,7,110,-9.31,0,1,1,0
2013,vokouto01,Tomas Vokoun,36,PIT,NHL,20,17,13,4,0,42,519,477,0.919,2.45,3,3.6,1029,9,0.529,5,92,3.71,0,2,2,2
2013,wardca01,Cam Ward,28,CAR,NHL,17,16,9,6,1,44,477,433,0.908,2.84,0,2.7,929,8,0.5,3,105,-1.99,0,0,0,0
2014,aittosa01,Sami Aittokallio,21,COL,NHL,1,1,0,1,0,3,18,15,0.833,4.5,0,-0.1,40,0,0,1,,,0,0,0,0
2014,anderfr01,Frederik Andersen,24,ANA,NHL,28,24,20,5,0,60,783,723,0.923,2.29,0,5.6,1569,12,0.5,0,89,7.47,0,1,1,0
2014,andercr01,Craig Anderson,32,OTT,NHL,53,52,25,16,8,150,1680,1530,0.911,3,4,9.5,3000,26,0.5,10,104,-5.24,0,1,1,2
2014,bachmri01,Richard Bachman,26,EDM,NHL,3,3,0,2,1,7,83,76,0.916,3.03,0,0.5,139,1,0.333,2,,,0,0,0,0
2014,backsni01,Niklas Backstrom,35,MIN,NHL,21,19,5,11,2,55,546,491,0.899,3.02,0,2.3,1094,9,0.474,3,117,-7.95,0,0,0,0
2014,bernijo01,Jonathan Bernier,25,TOR,NHL,55,49,26,19,7,139,1788,1649,0.922,2.7,1,12.6,3084,30,0.612,5,90,15.07,0,1,1,4
2014,berrare01,Reto Berra,27,CGY,NHL,29,27,9,17,2,81,788,707,0.897,2.95,0,3.2,1648,14,0.519,5,119,-13.1,0,0,0,2
2014,berrare01,Reto Berra,27,COL,NHL,2,2,0,1,1,7,32,25,0.781,5.85,0,-0.3,72,0,0,2,,,0,0,0,0
2014,bironma01,Martin Biron,36,NYR,NHL,2,1,0,1,0,9,38,29,0.763,7.65,0,-0.5,71,0,0,1,,,0,0,0,0
2014,bishobe01,Ben Bishop,27,TBL,NHL,63,63,37,14,7,133,1758,1625,0.924,2.23,5,12.9,3586,38,0.603,8,88,18.48,0,2,2,4
2014,bobrose01,Sergei Bobrovsky,25,CBJ,NHL,58,57,32,20,5,131,1699,1568,0.923,2.38,5,12.1,3299,35,0.614,5,89,15.4,0,1,1,2
2014,brodema01,Martin Brodeur,41,NJD,NHL,39,39,19,14,6,96,971,875,0.901,2.51,3,4.4,2297,18,0.462,8,115,-12.33,0,3,3,2
2014,bryzgil01,Ilya Bryzgalov,33,EDM,NHL,20,19,5,8,5,57,622,565,0.908,3.01,1,3.4,1135,10,0.526,2,106,-3.4,0,0,0,0
2014,bryzgil01,Ilya Bryzgalov,33,MIN,NHL,12,11,7,1,3,24,269,245,0.911,2.12,3,1.5,679,6,0.545,2,,,0,0,0,0
2014,budajpe01,Peter Budaj,31,MTL,NHL,24,21,10,8,3,56,615,559,0.909,2.51,1,3.4,1338,9,0.429,3,106,-3.01,0,0,0,6
2014,campbja01,Jack Campbell,22,DAL,NHL,1,1,0,1,0,6,47,41,0.872,6,0,0,60,0,0,0,,,0,0,0,0
2014,clemmsc01,Scott Clemmensen,36,FLA,NHL,17,14,6,7,1,47,454,407,0.896,3.08,0,1.8,914,6,0.429,3,120,-7.88,0,1,1,0
2014,crawfco01,Corey Crawford,29,CHI,NHL,59,56,32,16,10,128,1533,1405,0.917,2.26,2,9.8,3395,31,0.554,6,97,4.09,0,1,1,0
2014,curryjo01,John Curry,29,MIN,NHL,2,1,1,0,0,4,57,53,0.93,3.01,0,0.5,80,1,1,0,,,0,0,0,0
2014,desjace01,Cedrick Desjardins,28,TBL,NHL,1,0,0,1,0,2,13,11,0.846,6.65,0,0,18,0,,0,,,0,0,0,2
2014,dubnyde01,Devan Dubnyk,27,EDM,NHL,32,29,11,17,2,94,885,791,0.894,3.36,2,3.2,1678,11,0.379,7,123,-17.74,0,0,0,6
2014,dubnyde01,Devan Dubnyk,27,NSH,NHL,2,2,0,1,1,9,60,51,0.85,4.36,0,-0.1,124,0,0,1,,,0,0,0,0
2014,elliobr01,Brian Elliott,28,STL,NHL,31,25,18,6,2,53,681,628,0.922,1.96,4,4.8,1624,15,0.6,2,90,5.68,0,2,2,0
2014,ellisda01,Dan Ellis,33,DAL,NHL,14,11,5,6,0,35,349,314,0.9,3.04,1,1.5,690,4,0.364,2,116,-4.93,0,1,1,0
2014,ellisda01,Dan Ellis,33,FLA,NHL,6,5,0,5,0,27,165,138,0.836,4.8,0,-0.5,337,0,0,4,,,0,0,0,0
2014,emeryra01,Ray Emery,31,PHI,NHL,28,21,9,12,2,69,711,642,0.903,2.96,2,3.4,1398,11,0.524,2,113,-7.74,0,0,0,31
2014,enrotjh01,Jhonas Enroth,25,BUF,NHL,28,26,4,17,5,74,834,760,0.911,2.82,0,4.8,1574,14,0.538,3,103,-2.14,0,0,0,0
2014,eriksjo01,Joacim Eriksson,23,VAN,NHL,1,0,,,,6,31,25,0.806,9.99,0,-0.2,36,0,,0,,,0,0,0,0
2014,fasthvi01,Viktor Fasth,31,EDM,NHL,7,7,3,3,1,18,209,191,0.914,2.73,0,1.3,396,4,0.571,1,,,0,0,0,0
2014,fasthvi01,Viktor Fasth,31,ANA,NHL,5,5,2,2,1,15,131,116,0.885,2.95,0,0.3,305,1,0.2,1,,,0,0,0,0
2014,fleurma01,Marc-Andre Fleury,29,PIT,NHL,64,64,39,18,5,150,1774,1624,0.915,2.37,5,11.1,3792,33,0.516,11,98,2.86,0,0,0,4
2014,gibsojo02,John Gibson,20,ANA,NHL,3,3,3,0,0,4,87,83,0.954,1.33,1,0.9,181,3,1,0,,,0,0,0,0
2014,gigueje01,Jean-Sebastien Giguere,36,COL,NHL,22,19,11,6,1,53,608,555,0.913,2.62,2,3.6,1212,12,0.632,4,101,-0.61,0,0,0,4
2014,greisth01,Thomas Greiss,28,PHX,NHL,25,20,10,8,5,50,626,576,0.92,2.29,2,4.3,1312,12,0.6,2,93,3.94,0,0,0,0
2014,grubaph01,Philipp Grubauer,22,WSH,NHL,17,14,6,5,5,35,469,434,0.925,2.38,0,3.5,883,9,0.643,2,87,5.41,0,0,0,0
2014,gudlekr01,Kristers Gudlevskis,21,TBL,NHL,1,1,1,0,0,2,38,36,0.947,2.01,0,0.4,60,1,1,0,,,0,0,0,0
2014,gustajo01,Jonas Gustavsson,29,DET,NHL,27,26,16,5,4,68,735,667,0.907,2.63,0,3.9,1551,13,0.5,6,107,-4.67,0,0,0,0
2014,hackema01,Matt Hackett,23,BUF,NHL,8,8,1,6,1,22,239,217,0.908,3.1,0,1.3,426,4,0.5,1,,,0,0,0,0
2014,halakja01,Jaroslav Halak,28,STL,NHL,40,38,24,9,4,83,1002,919,0.917,2.23,4,6.5,2238,22,0.579,6,96,3.34,0,1,1,0
2014,halakja01,Jaroslav Halak,28,WSH,NHL,12,12,5,4,3,27,383,356,0.93,2.31,1,3,701,8,0.667,0,82,6,0,0,0,0
2014,hammoan01,Andrew Hammond,25,OTT,NHL,1,0,,,,0,11,11,1,0,0,0.2,35,0,,0,,,0,0,0,0
2014,hardijo01,Josh Harding,29,MIN,NHL,29,26,18,7,3,46,690,644,0.933,1.66,3,5.8,1668,21,0.808,3,77,13.45,0,0,0,0
2014,heeteca01,Cal Heeter,25,PHI,NHL,1,1,0,0,1,5,38,33,0.868,4.69,0,0,64,0,0,0,,,0,0,0,0
2014,hellbma01,Magnus Hellberg,22,NSH,NHL,1,0,,,,1,4,3,0.75,4.92,0,-0.1,12,0,,0,,,0,0,0,0
2014,hillejo01,Jonas Hiller,31,ANA,NHL,50,50,29,13,7,120,1348,1228,0.911,2.48,5,7.7,2909,27,0.54,11,103,-3.85,0,2,2,0
2014,holtbbr01,Braden Holtby,24,WSH,NHL,48,45,23,15,4,126,1475,1349,0.915,2.85,4,9,2656,26,0.578,7,99,1.1,0,2,2,7
2014,howarja02,Jimmy Howard,29,DET,NHL,51,50,21,19,11,133,1482,1349,0.91,2.66,2,8.3,3004,25,0.5,7,104,-5.3,0,0,0,6
2014,hutchmi01,Michael Hutchinson,23,WPG,NHL,3,3,2,1,0,5,88,83,0.943,1.64,0,0.8,183,3,1,0,,,0,0,0,0
2014,huttoca01,Carter Hutton,28,NSH,NHL,40,34,20,11,4,91,1006,915,0.91,2.62,1,5.6,2085,15,0.441,8,105,-4.32,0,1,1,2
2014,johnsch02,Chad Johnson,27,BOS,NHL,27,23,17,4,3,53,708,655,0.925,2.1,2,5.2,1511,15,0.652,2,87,8.01,0,0,0,0
2014,jonesma02,Martin Jones,24,LAK,NHL,19,18,12,6,0,33,500,467,0.934,1.81,4,4.2,1095,13,0.722,1,77,10.08,0,1,1,0
2014,khabini01,Nikolai Khabibulin,41,CHI,NHL,4,4,1,0,1,14,74,60,0.811,5.01,0,-0.5,168,1,0.25,3,,,0,0,0,0
2014,khudoan01,Anton Khudobin,27,CAR,NHL,36,34,19,14,1,80,1076,996,0.926,2.3,1,8,2084,22,0.647,2,86,12.72,0,0,0,0
2014,knappco01,Connor Knapp,23,BUF,NHL,2,1,0,0,1,4,32,28,0.875,3.14,0,0,77,0,0,0,,,0,1,1,0
2014,kuempda01,Darcy Kuemper,23,MIN,NHL,26,25,12,8,4,60,702,642,0.915,2.43,2,4.3,1480,12,0.48,4,99,0.49,0,0,0,0
2014,labarja01,Jason LaBarbera,34,EDM,NHL,7,4,1,3,0,19,146,127,0.87,3.27,0,0.1,348,0,0,3,,,0,0,0,0
2014,lacked01,Eddie Lack,26,VAN,NHL,41,37,16,17,5,93,1052,959,0.912,2.41,4,6.1,2319,20,0.541,5,103,-2.35,0,0,0,0
2014,lawsona01,Nathan Lawson,30,OTT,NHL,1,0,,,,2,10,8,0.8,10.11,0,-0.1,12,0,,0,,,0,0,0,0
2014,lehnero01,Robin Lehner,22,OTT,NHL,36,30,12,15,6,99,1141,1042,0.913,3.06,1,6.8,1942,19,0.633,5,101,-0.68,0,0,0,4
